,favour,against,sentements,data,isPolitical,user,language,sentiments,Hindi,Political,Tag
3686,[],[],"[""Others""]",Bhai Hame Bataye gaye kya likh raha hai,False,aditya,Hindi,Others,Bhai Hame Bataye gaye kya likh raha hai,0,1
3687,[],[],"[""Others""]",To app kaya karte he,False,aditya,Hindi,Others,To app kaya karte he,0,1
3688,[],[],"[""Others""]","Is group me koi bhi gali nahi dega.agar koi bhi gali diya to group se nikal diya jayega.
             Group Admin
            Avinash",False,aditya,Hindi,Others,Is group me koi bhi gali nahi degaagar koi bhi gali diya to group se nikal diya jayega Group Admin Avinash,0,1
3689,[],[],"[""Offensive""]","*सोशल मीडिया के सिपाहियों की ताकत को सलाम*


गिरगिट को खुद का थूका चाटने पर मजबूर कर दिया




Kindly retwreet",False,aditya,Hindi,Offensive,सोशल मीडिया के सिपाहियों की ताकत को सलामगिरगिट को खुद का थूका चाटने पर मजबूर कर दियाKindly retwreet,0,0
3690,"[""BJP""]",[],[],"चुनाव बंद करो पब्लिक का पैसा बर्बाद होता है,

आजीवन मोदी जी ही प्रधानमंत्री रहेंगे !!

Follow @Piyushmody999",True,aditya,Hindi,Others,चुनाव बंद करो पब्लिक का पैसा बर्बाद होता है आजीवन मोदी जी ही प्रधानमंत्री रहेंगे Follow Piyushmody999,1,1
3692,[],[],"[""Spam""]","जिनके होंठोंपे हंसी
पांव में छाले होंगे
हां
हां वही लोग मेरे जैसा
चाहने वाले होंगे...",False,aditya,Hindi,Spam,जिनके होंठोंपे हंसीपांव में छाले होंगेहांहां वही लोग मेरे जैसाचाहने वाले होंगे,0,3
3693,[],[],"[""Others""]","पीएम का काफिला पहुंचा दशाश्वमेध घाट।

 *General Elections Coming Soon! Follow all Election News and Coverage on whatsapp. Add to group: +14754498424*",False,aditya,Hindi,Others,पीएम का काफिला पहुंचा दशाश्वमेध घाट General Elections Coming Soon Follow all Election News and Coverage on whatsapp Add to group +14754498424,0,1
3694,"[""INC""]",[],[],पहली बार किसी कांग्रेसी ने बिलकुल सच्चाई बताकर बाकी सभी कांग्रेसीओ को समझाया है ।,True,aditya,Hindi,Others,पहली बार किसी कांग्रेसी ने बिलकुल सच्चाई बताकर बाकी सभी कांग्रेसीओ को समझाया है,1,1
3695,[],"[""BJP""]",[],"अगर आज राम भी बनारस से मोदी के सामने लड़ते तो अंधभगत उन्हें भी कह देते राम तो छलिया था ! 
बाली को छल से मारा था !",True,aditya,Hindi,Others,अगर आज राम भी बनारस से मोदी के सामने लड़ते तो अंधभगत उन्हें भी कह देते राम तो छलिया था बाली को छल से मारा था,1,1
3696,"[""BJP""]",[],[],"चाय वाले को पता रहता है,,
कि चमचे कैसे धोये जाते हैं

#नमो_Again2019",True,aditya,Hindi,Others,चाय वाले को पता रहता है कि चमचे कैसे धोये जाते हैं नमो_Again2019,1,1
3697,[],"[""Trinamool Congress""]",[],"एक राज्य की मुख्यमंत्री अपना सारा काम-धाम छोड़कर एक फ़िल्म एक्टर को छोड़ने के लिए एयरपोर्ट तक आती है वाह रे लोकतंत्र!!!
",True,aditya,Hindi,Others,एक राज्य की मुख्यमंत्री अपना सारा काम-धाम छोड़कर एक फ़िल्म एक्टर को छोड़ने के लिए एयरपोर्ट तक आती है वाह रे लोकतंत्र,1,1
3698,[],[],"[""Advertisement""]","

अगर ग्रुप फुल दिखा रहा है तो इस लिंक को 2 ग्रुप में भेजे खुद ब खुद ऐड हो जायँगे",False,aditya,Hindi,Advertisement,अगर ग्रुप फुल दिखा रहा है तो इस लिंक को ग्रुप में भेजे खुद खुद ऐड हो जायँगे,0,2
3699,[],[],"[""Others""]",इसे देख आपका आंखों में आंसू आ जाएंगे दोस्तों,False,aditya,Hindi,Others,इसे देख आपका आंखों में आंसू जाएंगे दोस्तों,0,1
3701,[],"[""Trinamool Congress""]",[],"देश को तोडने की साजिश हो रही है
 
बंगाल में राष्ट्रपति शासन लागू कर देना चाहिये",True,ayush,Hindi,Others,देश को तोडने की साजिश हो रही है बंगाल में राष्ट्रपति शासन लागू कर देना चाहिये,1,1
3703,[],"[""INC""]",[],Congress bahut chor pati h,True,ayush,Hindi,Others,Congress bahut chor pati,1,1
3704,[],[],[],"पश्चिम बंगाल में EVM तोडने की वजह से CPM प्रत्याशी को दौडा-दौडा कर कूटने के लिए CRPF को तहे दिल से धन्यवाद..!
 ",False,ayush,Hindi,Others,पश्चिम बंगाल में EVM तोडने की वजह से CPM प्रत्याशी को दौडा-दौडा कर कूटने के लिए CRPF को तहे दिल से धन्यवाद,0,1
3705,[],"[""INC""]",[],"एक सच्चा कांग्रेसी गुलाम वही है जो Balakot Air Strike का सबूत मांगे लेकिन राफेल डील को बिना सबूत ही स्केम मान ले।
",True,ayush,Hindi,Others,एक सच्चा कांग्रेसी गुलाम वही है जो Balakot Air Strike का सबूत मांगे लेकिन राफेल डील को बिना सबूत ही स्केम मान ले,1,1
3706,"[""BJP""]","[""INC""]",[],"उस समय मनमोहन गिड़गिड़ा रहे थे, और इस समय मोदी दहाड़ रहे हैं- आतंकी हमले के बाद दो प्रधानमंत्रियों की कार्यशैली का फर्क देखिए

",True,ayush,Hindi,Others,उस समय मनमोहन गिड़गिड़ा रहे थे और इस समय मोदी दहाड़ रहे हैं- आतंकी हमले के बाद दो प्रधानमंत्रियों की कार्यशैली का फर्क देखिए,1,1
3708,[],"[""INC""]",[],जो लोग बारा घंटे बिजलीं नही दे पाए वो बारा हजार देंगे,True,ayush,Hindi,Others,जो लोग बारा घंटे बिजलीं नही दे पाए वो बारा हजार देंगे,1,1
3710,[],[],"[""Spam""]","share the link 
for Indian ARMY 
Follow this link to join my WhatsApp group: ",False,ayush,Hindi,Spam,share the link for Indian ARMY Follow this link to join my WhatsApp group,0,3
3711,[],[],[],"कृपया आज ग्रुप में कोई मजाकिया पोस्ट न करे

आज हमारे 42 जवान शहीद हो गए है
Plzzz",False,ayush,Hindi,Others,कृपया आज ग्रुप में कोई मजाकिया पोस्ट करेआज हमारे 42 जवान शहीद हो गए हैPlzzz,0,1
3712,"[""BJP""]",[],[],"अब यह अफवाह कौन फैला रहा है कि मोदीजी केदारनाथ ओर बदरीनाथ विपक्षियों के लिए बर्फ लेने गए हैं, क्योंकि अब बरनॉल काम नहीं करेगा...",True,ayush,Hindi,Others,अब यह अफवाह कौन फैला रहा है कि मोदीजी केदारनाथ ओर बदरीनाथ विपक्षियों के लिए बर्फ लेने गए हैं क्योंकि अब बरनॉल काम नहीं करेगा,1,1
3713,[],[],"[""Offensive""]",Niklenge nahen ham log tumhari bari bari se lenge isee grup me,False,ayush,Hindi,Offensive,Niklenge nahen ham log tumhari bari bari se lenge isee grup me,0,0
3715,"[""BJP""]","[""INC""]",[],"जो चिल्ला ता था कि मोदी जी मेरे सामने 10 मिनट खड़े नही रह सकते
वो स्मृति ईरानी के सामने खड़ा नहीं हो पाया केरल भाग गया, ",True,ayush,Hindi,Others,जो चिल्ला ता था कि मोदी जी मेरे सामने 10 मिनट खड़े नही रह सकतेवो स्मृति ईरानी के सामने खड़ा नहीं हो पाया केरल भाग गया,1,1
3716,"[""BJP""]","[""INC""]",[],कांग्रेस हिंदुओं का विरोध करके ही मोदी का विरोध कर सकती है...क्योंकि मोदी यानी हिन्दू और हिन्दू यानी मोदी,True,ayush,Hindi,Others,कांग्रेस हिंदुओं का विरोध करके ही मोदी का विरोध कर सकती है क्योंकि मोदी यानी हिन्दू और हिन्दू यानी मोदी,1,1
3719,[],[],[],अरे  मुल्लों के  ठेके आप ही रखो फोटो भेजने के,False,ayush,Hindi,Others,अरे मुल्लों के ठेके आप ही रखो फोटो भेजने के,0,1
3720,"[""BJP""]","[""INC""]",[],"""लावारिस वस्तु को हाथ न लगाएं बम हो सकता है"" 
ऐसा सुने 5 वर्ष बीत गए कांग्रेस आये तो फिरसे सुनना 
     काफिर",True,ayush,Hindi,Others,लावारिस वस्तु को हाथ लगाएं बम हो सकता है ऐसा सुने वर्ष बीत गए कांग्रेस आये तो फिरसे सुनना काफिर,1,1
3721,"[""BJP""]",[],[],"ये *ISCON ki yatra* _श्रीनगर में 40 वर्षों बाद हुआ है यह होता है सरकार का अंतर_ 
# *मोदी है तो मुमकिन है*#",True,ayush,Hindi,Others,ये ISCON ki yatra _श्रीनगर में 40 वर्षों बाद हुआ है यह होता है सरकार का अंतर_ मोदी है तो मुमकिन है,1,1
3722,[],[],"[""Advertisement""]","पुलवामा आतंकी हमला: आतंकियों से हमदर्दी रखने पर भी कड़ी कार्रवाई होगी

via Dailyhunt

डाउनलोड करें:
",False,ayush,Hindi,Advertisement,पुलवामा आतंकी हमला आतंकियों से हमदर्दी रखने पर भी कड़ी कार्रवाई होगीvia Dailyhuntडाउनलोड करें,0,2
3723,[],[],"[""Spam""]",Yeah Number7296883750 group mein jodo,False,ayush,Hindi,Spam,Yeah Number7296883750 group mein jodo,0,3
3724,"[""BJP""]",[],[],"इतने घोटाले हुए गूंगा 10 साल तक नहीं बोला,
लेकिन नोटबंदी के 2 साल पर गूंगा बोल उठा ।।

मोदी राज में गूंगे भी बोल उठे ",True,ayush,Hindi,Others,इतने घोटाले हुए गूंगा 10 साल तक नहीं बोला लेकिन नोटबंदी के साल पर गूंगा बोल उठा मोदी राज में गूंगे भी बोल उठे,1,1
3725,[],[],[],Mahakal ki jai ho,False,ayush,Hindi,Others,Mahakal ki jai ho,0,1
3726,"[""Trinamool Congress""]",[],[],"जिसने ""#गाँधी"" को ना देखा हो वो
 ""अन्ना हजारे"" को देख ले..

एक का उत्पाद नेहरू . . . 
दूसरे का केजरीवाल. . . . ! 
",True,ayush,Hindi,Others,जिसने गाँधी को ना देखा हो वो अन्ना हजारे को देख लेएक का उत्पाद नेहरू दूसरे का केजरीवाल,1,1
3727,[],[],[],Uske baad yogi sarkar,True,ayush,Hindi,Others,Uske baad yogi sarkar,1,1
3728,[],[],[],"जो देश हित मे हो हर कदम उठाना चाहिये 

",False,ayush,Hindi,Others,जो देश हित मे हो हर कदम उठाना चाहिये,0,1
3729,"[""INC""]","[""BJP""]",[],अगर मोदी पाकिस्तान बिरानियानी खाने जाए तो देशभक्त ओर कोई कांग्रेस का जाए तो देशद्रोही वाहे,True,ayush,Hindi,Others,अगर मोदी पाकिस्तान बिरानियानी खाने जाए तो देशभक्त ओर कोई कांग्रेस का जाए तो देशद्रोही वाहे,1,1
3730,[],[],"[""Others""]","ब्रेकिंग न्यूज 

मसूद अजहर मारा गया 
 Alok Pandit",False,aditya,Hindi,Others,ब्रेकिंग न्यूज मसूद अजहर मारा गया Alok Pandit,0,1
3731,[],"[""BJP""]","[""Offensive""]",Chutiya modi bhakt,True,aditya,Hindi,Offensive,Chutiya modi bhakt,1,0
3733,"[""BJP""]",[],[],सिर्फ *BJP+* चुनिये,True,aditya,Hindi,Others,सिर्फ BJP+ चुनिये,1,1
3734,[],[],"[""Spam""]",Sahi pakde,False,aditya,Hindi,Spam,Sahi pakde,0,3
3736,[],[],"[""Others""]","क्या खूब इबादतें बख्शी है तूने एक इबादत (रोज़े) में ऐ अल्लाह ,

सब्र भी, शुक्र भी, फ़िक़्र भी, ज़िक़्र भी, नेमत भी, रहमत भी,जन्नत भी !",False,aditya,Hindi,Others,क्या खूब इबादतें बख्शी है तूने एक इबादत रोज़े में अल्लाह सब्र भी शुक्र भी फ़िक़्र भी ज़िक़्र भी नेमत भी रहमत भी जन्नत भी,0,1
3737,[],[],"[""Offensive""]",Tere jaise chutiyo ki dam pe aaj pappu,False,aditya,Hindi,Offensive,Tere jaise chutiyo ki dam pe aaj pappu,0,0
3738,[],[],"[""Others""]","""कुछ लोगों के भक्ति में गांजा और अफीम पी कर मोदी मोदी करते रहते हैं"" :: अरविंद केजरीवाल

",False,aditya,Hindi,Others,कुछ लोगों के भक्ति में गांजा और अफीम पी कर मोदी मोदी करते रहते हैं अरविंद केजरीवाल,0,1
3739,"[""BJP""]",[],[],"मोदी को अपशब्द और आतंकी को सम्मान 
अद्भुत तेरे संस्कार और ज्ञान

नक़ली जनेऊधारी... आक थू",True,aditya,Hindi,Others,मोदी को अपशब्द और आतंकी को सम्मान अद्भुत तेरे संस्कार और ज्ञाननक़ली जनेऊधारी आक थू,1,1
3740,[],[],"[""Spam""]",Right Krishna babu,False,aditya,Hindi,Spam,Right Krishna babu,0,3
3741,[],[],"[""Others""]",Kon si cast me,False,aditya,Hindi,Others,Kon si cast me,0,1
3743,[],"[""BJP""]","[""Offensive""]","
_पुर्व क्रिकेटर और काँग्रेसी नेता नवजोत सिहँ सिद्धू ने कहा कि..._

*यदी मोदी चौका है तो हमारा राहुल गाँधी ""छक्का"" है...*

          *हद है यार...*

",True,aditya,Hindi,Offensive,_पुर्व क्रिकेटर और काँग्रेसी नेता नवजोत सिहँ सिद्धू ने कहा कि _यदी मोदी चौका है तो हमारा राहुल गाँधी छक्का है हद है यार,1,0
3745,"[""BJP""]",[],[],"Wah mojiji wah

",True,aditya,Hindi,Others,Wah mojiji wah,1,1
3747,[],[],"[""Others""]",एक बार धोका खा चुके है,False,aditya,Hindi,Others,एक बार धोका खा चुके है,0,1
3749,[],[],"[""Others""]",[भारत के  सभी राज्यों के जिले#एग्जाम प्रिपरेशन ],False,aditya,Hindi,Others,भारत के सभी राज्यों के जिले एग्जाम प्रिपरेशन,0,1
3750,[],[],"[""Advertisement""]","क्या आप घर बैठे महीने के  20,000 कमाना चाहते है

तो SUBSCRIBE करे इस YOUTUBE CHANNEL को

",False,aditya,Hindi,Advertisement,क्या आप घर बैठे महीने के 20000 कमाना चाहते हैतो SUBSCRIBE करे इस YOUTUBE CHANNEL को,0,2
3752,[],[],"[""Others""]",ये कहा का है पुरा पता बताऔ,False,aditya,Hindi,Others,ये कहा का है पुरा पता बताऔ,0,1
3753,[],[],"[""Others""]","समझौतो के सहारे जिदगी जी नही जाती
जहा कद्र महोब्बत और साथ न हो वहा से बस किनारा ही बेहतर है",False,aditya,Hindi,Others,समझौतो के सहारे जिदगी जी नही जातीजहा कद्र महोब्बत और साथ हो वहा से बस किनारा ही बेहतर है,0,1
3755,[],[],"[""Others""]","*किलोई हलके का सर्वे देखकर कांप जाएगा, हुड्डा का कलेजा*
",False,aditya,Hindi,Others,किलोई हलके का सर्वे देखकर कांप जाएगा हुड्डा का कलेजा,0,1
3756,[],[],"[""Advertisement""]",ये विडियो जरूर देखें अगर ये विडियो नहीं देखा तो कुछ नहीं देखा,False,aditya,Hindi,Advertisement,ये विडियो जरूर देखें अगर ये विडियो नहीं देखा तो कुछ नहीं देखा,0,2
3757,"[""BJP""]","[""INC""]",[],"अबकी EVM का बटन दबाते समय ध्यान रखना कि तुम्हें...
हर ""अभिनंदन"" के लिये एक नया राफेल खरीदना है। 
या
जीजाजी के लिए ज़मीन।",True,aditya,Hindi,Others,अबकी EVM का बटन दबाते समय ध्यान रखना कि तुम्हें हर अभिनंदन के लिये एक नया राफेल खरीदना है याजीजाजी के लिए ज़मीन,1,1
3759,[],[],"[""Advertisement""]","DHAMAKA OFFER 

4 सवालों का जवाब दें और जीतें 400 रूपए Paytm या Recharge. अभी खेलें क्योंकि ऑफर सिमित समय तक है !  

  ",False,aditya,Hindi,Advertisement,DHAMAKA OFFER सवालों का जवाब दें और जीतें 400 रूपए Paytm या Recharge अभी खेलें क्योंकि ऑफर सिमित समय तक है,0,2
3760,[],[],"[""Spam""]","*क्या दुआ करु मेरे दोस्तों के लिए ऐ खुदा ....!!!*

*बस यही दुआ है कि , मेरे दोस्त कभी किसी दुआ के मोहताज न हो ....!!!*",False,aditya,Hindi,Spam,क्या दुआ करु मेरे दोस्तों के लिए खुदा बस यही दुआ है कि मेरे दोस्त कभी किसी दुआ के मोहताज हो,0,3
3761,[],[],"[""Offensive""]","Group admin se request h jo,+91 ki chod kar sab number ko remove kare is group me kuch bhar ke log h",False,aditya,Hindi,Offensive,Group admin se request jo +91 ki chod kar sab number ko remove kare is group me kuch bhar ke log,0,0
3762,[],[],"[""Others""]",नोट के बदले वोट।जीतने के बाद जनता का गलाघोंट।,False,aditya,Hindi,Others,नोट के बदले वोटजीतने के बाद जनता का गलाघोंट,0,1
3763,[],[],"[""Others""]","पुलवामा हमला: अंतिम संस्कार के 3 घंटे बाद पहुंचे सिद्धू, शहीद के परिवार ने कहा- फॉर्मेलिटी करने आए थे

via Dailyhunt

डाउनलोड करें:
",False,aditya,Hindi,Others,पुलवामा हमला अंतिम संस्कार के घंटे बाद पहुंचे सिद्धू शहीद के परिवार ने कहा- फॉर्मेलिटी करने आए थेvia Dailyhuntडाउनलोड करें,0,1
3764,[],[],"[""Others""]",Kis district se,False,aditya,Hindi,Others,Kis district se,0,1
3765,[],[],"[""Others""]",Agar jo aap log ko website Maloom Hai Hi Tu Bhej De,False,aditya,Hindi,Others,Agar jo aap log ko website Maloom Hai Hi Tu Bhej De,0,1
3766,[],"[""INC""]",[],pappu ke chamch,True,aditya,Hindi,Others,pappu ke chamch,1,1
3767,[],[],"[""Spam""]","अगर आपका जन्म किसी भी महीने की 4 तारीख को 13 तारीख को 22 तारीख को और 31 तारीख को हुआ है तो आपके लिए वीडियो बहुत बेस्ट है

",False,aditya,Hindi,Spam,अगर आपका जन्म किसी भी महीने की तारीख को 13 तारीख को 22 तारीख को और 31 तारीख को हुआ है तो आपके लिए वीडियो बहुत बेस्ट है,0,3
3768,[],"[""INC""]",[],"कांग्रेसी बिना सबूत के तो अपने बेटे तक को अपना नहीं मानते! 

फिर सर्जिकल स्ट्राईक को कैसे माने!!

काँग्रेसी नारायण दत्त तिवारी को ही देख लो.. ",True,aditya,Hindi,Others,कांग्रेसी बिना सबूत के तो अपने बेटे तक को अपना नहीं मानते फिर सर्जिकल स्ट्राईक को कैसे माने काँग्रेसी नारायण दत्त तिवारी को ही देख लो,1,1
3769,[],[],"[""Others""]",कर के दिखा दे,False,aditya,Hindi,Others,कर के दिखा दे,0,1
3770,[],[],"[""Others""]",Ye Bhi Jhoot,False,aditya,Hindi,Others,Ye Bhi Jhoot,0,1
3771,"[""BJP""]","[""INC""]",[],"*ना में वायनाड आया हूँ* 

*ना किसी ने मुझे बुलाया है!* 

*मोदी-स्मृति ने मिलकर...* 

*मुझे अमेठी से भगाया है!* 

*-* *राहुलुदीन पंजेवाला* 

",True,aditya,Hindi,Others,ना में वायनाड आया हूँ ना किसी ने मुझे बुलाया है मोदी-स्मृति ने मिलकर मुझे अमेठी से भगाया है राहुलुदीन पंजेवाला,1,1
3772,[],[],"[""Others""]",Hm to mazak kr rhe the itni der se,False,aditya,Hindi,Others,Hm to mazak kr rhe the itni der se,0,1
3773,[],[],"[""Others""]","
*कपड़े और चेहरे अक्सर झूठ बोला करते है,*
*इंसान की असलियत तो वक़्त बताता है !!*
* Suprabhat*",False,aditya,Hindi,Others,कपड़े और चेहरे अक्सर झूठ बोला करते है इंसान की असलियत तो वक़्त बताता है Suprabhat,0,1
3774,[],[],"[""Offensive""]",Aabid khan teri bhen ma ko roj chodta hu teri bi to gand marta hu,False,aditya,Hindi,Offensive,Aabid khan teri bhen ma ko roj chodta hu teri bi to gand marta hu,0,0
3776,[],"[""INC""]",[],"चमचों को 60 साल में कोंग्रेस के घोटाले नहीं दिखे 
विकास क्या  दिखेगा 
#NamoAgain2019",True,aditya,Hindi,Others,चमचों को 60 साल में कोंग्रेस के घोटाले नहीं दिखे विकास क्या दिखेगा NamoAgain2019,1,1
3778,[],[],"[""Offensive""]",Sale itni tameez nhi hai,False,aditya,Hindi,Offensive,Sale itni tameez nhi hai,0,0
3780,[],[],"[""Others""]",Galat news forward na kare,False,aditya,Hindi,Others,Galat news forward na kare,0,1
3782,[],[],"[""Offensive""]",Haa be teri maa bahan sab ka chud bjp wale ne mara hai,False,aditya,Hindi,Offensive,Haa be teri maa bahan sab ka chud bjp wale ne mara hai,0,0
3784,"[""BJP""]","[""INC""]",[],"अब तो कांग्रेसी नेता अपने घर पर एशियन पैंट करवाने से भी डर रहे हैं
क्या पता?
 दीवारें भी बोल उठे.
Main bhi ""चौकीदार '

",True,aditya,Hindi,Others,अब तो कांग्रेसी नेता अपने घर पर एशियन पैंट करवाने से भी डर रहे हैंक्या पता दीवारें भी बोल उठेMain bhi चौकीदार,1,1
3785,[],[],"[""Spam""]",Old videos,False,aditya,Hindi,Spam,Old videos,0,3
3786,[],[],"[""Others""]","पकड़े गए आतंकवादी से कैसे पूछ ताछ हो रही है ये आप भी देखें मजा आ जायेगा
indian aarmi जिन्दावाद",False,aditya,Hindi,Others,पकड़े गए आतंकवादी से कैसे पूछ ताछ हो रही है ये आप भी देखें मजा जायेगाindian aarmi जिन्दावाद,0,1
3788,[],[],"[""Offensive""]",Htt gndve,False,aditya,Hindi,Offensive,Htt gndve,0,0
3789,[],[],"[""Others""]","          
5thनवरात्रि की हार्दिक शुभकामनाएँ ।।
जय माँ छिन्नमस्तिका जी 
प्रातः काल अलौकिक श्रृंगार दर्शन  ।।
दिनांक :-10/04/2019,AM",False,aditya,Hindi,Others,5thनवरात्रि की हार्दिक शुभकामनाएँ जय माँ छिन्नमस्तिका जी प्रातः काल अलौकिक श्रृंगार दर्शन दिनांक -10/04/2019 AM,0,1
3790,"[""BJP""]",[],[],वाड्रा को लाओ या सपना को हम तो हनुमान चालीसा गायेंगे और मोदी को जिताएंगे!,True,aditya,Hindi,Others,वाड्रा को लाओ या सपना को हम तो हनुमान चालीसा गायेंगे और मोदी को जिताएंगे,1,1
3792,[],[],"[""Others""]",Chalo bhai ho gya,False,aditya,Hindi,Others,Chalo bhai ho gya,0,1
3793,[],[],"[""Spam""]","*खुद की तरक्की में ही इतना वक्त लगा दो की,,,,,,,,,,,दुसरो की बुराई करने  का समय भी न मिले,,,,,*
*सन्नी पठारे*",False,aditya,Hindi,Spam,खुद की तरक्की में ही इतना वक्त लगा दो की दुसरो की बुराई करने का समय भी मिले सन्नी पठारे,0,3
3794,[],[],"[""Others""]",ये हमारे बरौली देवापुर का कांड है ।,False,aditya,Hindi,Others,ये हमारे बरौली देवापुर का कांड है,0,1
3795,[],[],"[""Others""]",सन 1971 में *धनुरी के वीर बहादुर *मेजर एम एच खान* द्वारा की गई *सर्जिकल स्ट्राइक* को गर्व एव जोश से चैनल न्यूज़ 24 पर बताते उनके साथी।,False,aditya,Hindi,Others,सन 1971 में धनुरी के वीर बहादुर मेजर एम एच खान द्वारा की गई सर्जिकल स्ट्राइक को गर्व एव जोश से चैनल न्यूज़ 24 पर बताते उनके साथी,0,1
3797,[],[],"[""Others""]","मैने 5 सालों में मुसलमानो को एक होते देखा 
और हिंदूओ को पल पल रंग बदलते देखा 
यही फर्क है हिंदूओ कि तुम गुलाम रहे 1000 साल",False,aditya,Hindi,Others,मैने सालों में मुसलमानो को एक होते देखा और हिंदूओ को पल पल रंग बदलते देखा यही फर्क है हिंदूओ कि तुम गुलाम रहे 1000 साल,0,1
3798,[],[],"[""Others""]",Raebareli ke Kaiparganj ke SHILPI JEWELLERS me hua Murder...evening 8 p.m. ki gatnaa hai...,False,aditya,Hindi,Others,Raebareli ke Kaiparganj ke SHILPI JEWELLERS me hua Murder evening pm ki gatnaa hai,0,1
3799,[],"[""INC""]",[],हद हो गई चुनाव चिन्ह में घोटाला 6 उंगलियां कब से हो गई,True,aditya,Hindi,Others,हद हो गई चुनाव चिन्ह में घोटाला उंगलियां कब से हो गई,1,1
3800,[],"[""BJP""]",[],"तुम अगर साथ देने का वादा करो

मैं यूँ ही युवाओं से पकौड़ा बिकवाता रहूँ

तुम मुझे देखकर मुस्कुराती रहो 

मैं यूँ ही सारे बैंक लुटाता रहूँ",True,aditya,Hindi,Others,तुम अगर साथ देने का वादा करोमैं यूँ ही युवाओं से पकौड़ा बिकवाता रहूँतुम मुझे देखकर मुस्कुराती रहो मैं यूँ ही सारे बैंक लुटाता रहूँ,1,1
3801,[],[],"[""Others""]",आप लोग  तू  तू मै मै  क्यो?  कर रहे हो भाई  केवल  हम हिन्दुस्तानी है!,False,aditya,Hindi,Others,आप लोग तू तू मै मै क्यो कर रहे हो भाई केवल हम हिन्दुस्तानी है,0,1
3802,[],[],"[""Others""]",उत्साही कार्यकर्ता,False,aditya,Hindi,Others,उत्साही कार्यकर्ता,0,1
3804,"[""BJP""]","[""INC""]",[],"कोई चमचा पूछे कि पिछले 5 साल मे क्या हुआ??
बोल देना तुम्हारा पप्पू 44 से 49 साल का हो गया,
पर उसका पागलपन पहले से अधिक हो गया है",True,aditya,Hindi,Others,कोई चमचा पूछे कि पिछले साल मे क्या हुआ बोल देना तुम्हारा पप्पू 44 से 49 साल का हो गया पर उसका पागलपन पहले से अधिक हो गया है,1,1
3805,[],[],"[""Advertisement""]","आप के एक Subscriber और एक like से किसी का भला होसकता है तो

 
         Subscribe

        This Channel 





",False,aditya,Hindi,Advertisement,आप के एक Subscriber और एक like से किसी का भला होसकता है तो Subscribe This Channel,0,2
3807,[],[],"[""Others""]","पहले जैसा नहीं कुछ नया करुँगा और ऐसा करुँगा याद आते ही रूह काँप जायेगी 

अजीत डोभाल
(राष्ट्रीय सुरक्षा सलाहकार)",False,aditya,Hindi,Others,पहले जैसा नहीं कुछ नया करुँगा और ऐसा करुँगा याद आते ही रूह काँप जायेगी अजीत डोभाल राष्ट्रीय सुरक्षा सलाहकार,0,1
3808,[],"[""BJP""]",[],"जब आतंकी मसूद को चीन ने वीटो लगाकर बचाया था तो मोदी से जबाब मांगते थे वो अब मूंह छुपाते फिर रहे हैं
जरा मोदी की जय बोल दो
जय हिंद",True,aditya,Hindi,Others,जब आतंकी मसूद को चीन ने वीटो लगाकर बचाया था तो मोदी से जबाब मांगते थे वो अब मूंह छुपाते फिर रहे हैंजरा मोदी की जय बोल दोजय हिंद,1,1
3809,[],[],"[""Others""]","PM आवास पर हाई लेवल मीटिंग, 2 मिनट में पायलटों को तैयार रहने का निर्देश

via Dailyhunt

डाउनलोड करें:
",False,aditya,Hindi,Others,PM आवास पर हाई लेवल मीटिंग मिनट में पायलटों को तैयार रहने का निर्देशvia Dailyhuntडाउनलोड करें,0,1
3810,"[""INC""]",[],[],Rahul gandi  jindabad,True,aditya,Hindi,Others,Rahul gandi jindabad,1,1
3811,[],[],"[""Offensive""]",Sale upar nam to Dekh gruop Ka asa bhej raha hai Kuch to saram kar chutiya,False,aditya,Hindi,Offensive,Sale upar nam to Dekh gruop Ka asa bhej raha hai Kuch to saram kar chutiya,0,0
3812,"[""INC""]","[""BJP""]",[],"कांग्रेसियों अपनी ताकत को पहचानो तुमने 200 साल राज करने वाले गोरों
को भगा दिया था 5 साल वाले इन चोरो की औकात ही क्या है ।

*जय कांग्रेस*",True,aditya,Hindi,Others,कांग्रेसियों अपनी ताकत को पहचानो तुमने 200 साल राज करने वाले गोरोंको भगा दिया था साल वाले इन चोरो की औकात ही क्या है जय कांग्रेस,1,1
3813,[],[],"[""Others""]",ट्यूबलेस टायर के फायदे जो इलेक्शन में नेता उठा रहे हैं,False,aditya,Hindi,Others,ट्यूबलेस टायर के फायदे जो इलेक्शन में नेता उठा रहे हैं,0,1
3814,[],"[""BJP"",""BSP""]","[""Offensive""]",धूप में दौड़ा दौड़ा कर मोदी इसको  मायावती बना देगा,False,aditya,Hindi,Offensive,धूप में दौड़ा दौड़ा कर मोदी इसको मायावती बना देगा,0,0
3818,[],"[""INC""]",[],राहुल गांधी की भांजी मिराया बड्रा के नाम 36 हजार करोड़ की संपत्ति कौन सा बिजनेस किया है आपकी भांजी ने इतनी छोटी सी उम्र में महोदय,True,aditya,Hindi,Others,राहुल गांधी की भांजी मिराया बड्रा के नाम 36 हजार करोड़ की संपत्ति कौन सा बिजनेस किया है आपकी भांजी ने इतनी छोटी सी उम्र में महोदय,1,1
